code_name,href,context
G03DC,/?code=G03DC&showdescription=yes,Estren derivatives
G03EA,/?code=G03EA&showdescription=yes,Androgens and estrogens
G03EB,/?code=G03EB&showdescription=yes,"Androgen, progestogen and estrogen in combination"
G03EK,/?code=G03EK&showdescription=yes,Androgens and female sex hormones in combination with other drugs
G03FA,/?code=G03FA&showdescription=yes,"Progestogens and estrogens, fixed combinations"
G03FB,/?code=G03FB&showdescription=yes,"Progestogens and estrogens, sequential preparations"
G03GA,/?code=G03GA&showdescription=yes,Gonadotropins
G03GB,/?code=G03GB&showdescription=yes,"Ovulation stimulants, synthetic"
G03HA,/?code=G03HA&showdescription=yes,"Antiandrogens, plain"
G03HB,/?code=G03HB&showdescription=yes,Antiandrogens and estrogens
G03XA,/?code=G03XA&showdescription=yes,Antigonadotropins and similar agents
G03XB,/?code=G03XB&showdescription=yes,Progesterone receptor modulators
G03XC,/?code=G03XC&showdescription=yes,Selective estrogen receptor modulators
G03XX,/?code=G03XX&showdescription=yes,Other sex hormones and modulators of the genital system
G04BA,/?code=G04BA&showdescription=yes,Acidifiers
G04BC,/?code=G04BC&showdescription=yes,Urinary concrement solvents
G04BD,/?code=G04BD&showdescription=yes,Drugs for urinary frequency and incontinence
G04BE,/?code=G04BE&showdescription=yes,Drugs used in erectile dysfunction
G04BX,/?code=G04BX&showdescription=yes,Other urologicals
G04CA,/?code=G04CA&showdescription=yes,Alpha-adrenoreceptor antagonists
G04CB,/?code=G04CB&showdescription=yes,Testosterone-5-alpha reductase inhibitors
G04CX,/?code=G04CX&showdescription=yes,Other drugs used in benign prostatic hypertrophy
H01AA,/?code=H01AA&showdescription=yes,ACTH
H01AB,/?code=H01AB&showdescription=yes,Thyrotropin
H01AC,/?code=H01AC&showdescription=yes,Somatropin and somatropin agonists
H01AX,/?code=H01AX&showdescription=yes,Other anterior pituitary lobe hormones and analogues
H01BA,/?code=H01BA&showdescription=yes,Vasopressin and analogues
H01BB,/?code=H01BB&showdescription=yes,Oxytocin and analogues
H01CA,/?code=H01CA&showdescription=yes,Gonadotropin-releasing hormones
H01CB,/?code=H01CB&showdescription=yes,Somatostatin and analogues
H01CC,/?code=H01CC&showdescription=yes,Anti-gonadotropin-releasing hormones
H02AA,/?code=H02AA&showdescription=yes,Mineralocorticoids
H02AB,/?code=H02AB&showdescription=yes,Glucocorticoids
H02BX,/?code=H02BX&showdescription=yes,"Corticosteroids for systemic use, combinations"
H02CA,/?code=H02CA&showdescription=yes,Anticorticosteroids
H03AA,/?code=H03AA&showdescription=yes,Thyroid hormones
H03BA,/?code=H03BA&showdescription=yes,Thiouracils
H03BB,/?code=H03BB&showdescription=yes,Sulfur-containing imidazole derivatives
H03BC,/?code=H03BC&showdescription=yes,Perchlorates
H03BX,/?code=H03BX&showdescription=yes,Other antithyroid preparations
H03CA,/?code=H03CA&showdescription=yes,Iodine therapy
H04AA,/?code=H04AA&showdescription=yes,Glycogenolytic hormones
H05AA,/?code=H05AA&showdescription=yes,Parathyroid hormones and analogues
H05BA,/?code=H05BA&showdescription=yes,Calcitonin preparations
H05BX,/?code=H05BX&showdescription=yes,Other anti-parathyroid agents
J01AA,/?code=J01AA&showdescription=yes,Tetracyclines
J01BA,/?code=J01BA&showdescription=yes,Amphenicols
J01CA,/?code=J01CA&showdescription=yes,Penicillins with extended spectrum
J01CE,/?code=J01CE&showdescription=yes,Beta-lactamase sensitive penicillins
J01CF,/?code=J01CF&showdescription=yes,Beta-lactamase resistant penicillins
J01CG,/?code=J01CG&showdescription=yes,Beta-lactamase inhibitors
J01CR,/?code=J01CR&showdescription=yes,"Combinations of penicillins, incl. beta-lactamase inhibitors"
J01DB,/?code=J01DB&showdescription=yes,First-generation cephalosporins
J01DC,/?code=J01DC&showdescription=yes,Second-generation cephalosporins
J01DD,/?code=J01DD&showdescription=yes,Third-generation cephalosporins
J01DE,/?code=J01DE&showdescription=yes,Fourth-generation cephalosporins
J01DF,/?code=J01DF&showdescription=yes,Monobactams
J01DH,/?code=J01DH&showdescription=yes,Carbapenems
J01DI,/?code=J01DI&showdescription=yes,Other cephalosporins and penems
J01EA,/?code=J01EA&showdescription=yes,Trimethoprim and derivatives
J01EB,/?code=J01EB&showdescription=yes,Short-acting sulfonamides
J01EC,/?code=J01EC&showdescription=yes,Intermediate-acting sulfonamides
J01ED,/?code=J01ED&showdescription=yes,Long-acting sulfonamides
J01EE,/?code=J01EE&showdescription=yes,"Combinations of sulfonamides and trimethoprim, incl. derivatives"
J01FA,/?code=J01FA&showdescription=yes,Macrolides
J01FF,/?code=J01FF&showdescription=yes,Lincosamides
J01FG,/?code=J01FG&showdescription=yes,Streptogramins
J01GA,/?code=J01GA&showdescription=yes,Streptomycins
J01GB,/?code=J01GB&showdescription=yes,Other aminoglycosides
J01MA,/?code=J01MA&showdescription=yes,Fluoroquinolones
J01MB,/?code=J01MB&showdescription=yes,Other quinolones
J01RA,/?code=J01RA&showdescription=yes,Combinations of antibacterials
J01XA,/?code=J01XA&showdescription=yes,Glycopeptide antibacterials
J01XB,/?code=J01XB&showdescription=yes,Polymyxins
J01XC,/?code=J01XC&showdescription=yes,Steroid antibacterials
J01XD,/?code=J01XD&showdescription=yes,Imidazole derivatives
J01XE,/?code=J01XE&showdescription=yes,Nitrofuran derivatives
J01XX,/?code=J01XX&showdescription=yes,Other antibacterials
J02AA,/?code=J02AA&showdescription=yes,Antibiotics
J02AB,/?code=J02AB&showdescription=yes,Imidazole derivatives
J02AC,/?code=J02AC&showdescription=yes,Triazole derivatives
J02AX,/?code=J02AX&showdescription=yes,Other antimycotics for systemic use
J04AA,/?code=J04AA&showdescription=yes,Aminosalicylic acid and derivatives
J04AB,/?code=J04AB&showdescription=yes,Antibiotics
J04AC,/?code=J04AC&showdescription=yes,Hydrazides
J04AD,/?code=J04AD&showdescription=yes,Thiocarbamide derivatives
J04AK,/?code=J04AK&showdescription=yes,Other drugs for treatment of tuberculosis
J04AM,/?code=J04AM&showdescription=yes,Combinations of drugs for treatment of tuberculosis
J04BA,/?code=J04BA&showdescription=yes,Drugs for treatment of lepra
J05AA,/?code=J05AA&showdescription=yes,Thiosemicarbazones
J05AB,/?code=J05AB&showdescription=yes,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AC,/?code=J05AC&showdescription=yes,Cyclic amines
J05AD,/?code=J05AD&showdescription=yes,Phosphonic acid derivatives
J05AE,/?code=J05AE&showdescription=yes,Protease inhibitors
J05AF,/?code=J05AF&showdescription=yes,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AG,/?code=J05AG&showdescription=yes,Non-nucleoside reverse transcriptase inhibitors
J05AH,/?code=J05AH&showdescription=yes,Neuraminidase inhibitors
J05AJ,/?code=J05AJ&showdescription=yes,Integrase inhibitors
J05AP,/?code=J05AP&showdescription=yes,Antivirals for treatment of HCV infections
J05AR,/?code=J05AR&showdescription=yes,"Antivirals for treatment of HIV infections, combinations"
J05AX,/?code=J05AX&showdescription=yes,Other antivirals
J06AA,/?code=J06AA&showdescription=yes,Immune sera
J06BA,/?code=J06BA&showdescription=yes,"Immunoglobulins, normal human"
J06BB,/?code=J06BB&showdescription=yes,Specific immunoglobulins
J06BC,/?code=J06BC&showdescription=yes,Other immunoglobulins
J07AC,/?code=J07AC&showdescription=yes,Anthrax vaccines
J07AD,/?code=J07AD&showdescription=yes,Brucellosis vaccines
J07AE,/?code=J07AE&showdescription=yes,Cholera vaccines
J07AF,/?code=J07AF&showdescription=yes,Diphtheria vaccines
J07AG,/?code=J07AG&showdescription=yes,Haemophilus influenzae B vaccines
J07AH,/?code=J07AH&showdescription=yes,Meningococcal vaccines
J07AJ,/?code=J07AJ&showdescription=yes,Pertussis vaccines
J07AK,/?code=J07AK&showdescription=yes,Plague vaccines
J07AL,/?code=J07AL&showdescription=yes,Pneumococcal vaccines
J07AM,/?code=J07AM&showdescription=yes,Tetanus vaccines
J07AN,/?code=J07AN&showdescription=yes,Tuberculosis vaccines
J07AP,/?code=J07AP&showdescription=yes,Typhoid vaccines
J07AR,/?code=J07AR&showdescription=yes,Typhus (exanthematicus) vaccines
J07AX,/?code=J07AX&showdescription=yes,Other bacterial vaccines
J07BA,/?code=J07BA&showdescription=yes,Encephalitis vaccines
J07BB,/?code=J07BB&showdescription=yes,Influenza vaccines
J07BC,/?code=J07BC&showdescription=yes,Hepatitis vaccines
J07BD,/?code=J07BD&showdescription=yes,Measles vaccines
J07BE,/?code=J07BE&showdescription=yes,Mumps vaccines
J07BF,/?code=J07BF&showdescription=yes,Poliomyelitis vaccines
J07BG,/?code=J07BG&showdescription=yes,Rabies vaccines
J07BH,/?code=J07BH&showdescription=yes,Rota virus diarrhea vaccines
J07BJ,/?code=J07BJ&showdescription=yes,Rubella vaccines
J07BK,/?code=J07BK&showdescription=yes,Varicella zoster vaccines
J07BL,/?code=J07BL&showdescription=yes,Yellow fever vaccines
J07BM,/?code=J07BM&showdescription=yes,Papillomavirus vaccines
J07BX,/?code=J07BX&showdescription=yes,Other viral vaccines
J07CA,/?code=J07CA&showdescription=yes,"Bacterial and viral vaccines, combined"
L01AA,/?code=L01AA&showdescription=yes,Nitrogen mustard analogues
L01AB,/?code=L01AB&showdescription=yes,Alkyl sulfonates
L01AC,/?code=L01AC&showdescription=yes,Ethylene imines
L01AD,/?code=L01AD&showdescription=yes,Nitrosoureas
L01AG,/?code=L01AG&showdescription=yes,Epoxides
L01AX,/?code=L01AX&showdescription=yes,Other alkylating agents
L01BA,/?code=L01BA&showdescription=yes,Folic acid analogues
L01BB,/?code=L01BB&showdescription=yes,Purine analogues
L01BC,/?code=L01BC&showdescription=yes,Pyrimidine analogues
L01CA,/?code=L01CA&showdescription=yes,Vinca alkaloids and analogues
L01CB,/?code=L01CB&showdescription=yes,Podophyllotoxin derivatives
L01CC,/?code=L01CC&showdescription=yes,Colchicine derivatives
L01CD,/?code=L01CD&showdescription=yes,Taxanes
L01CE,/?code=L01CE&showdescription=yes,Topoisomerase 1 (TOP1) inhibitors
L01CX,/?code=L01CX&showdescription=yes,Other plant alkaloids and natural products
L01DA,/?code=L01DA&showdescription=yes,Actinomycines
L01DB,/?code=L01DB&showdescription=yes,Anthracyclines and related substances
L01DC,/?code=L01DC&showdescription=yes,Other cytotoxic antibiotics
L01EA,/?code=L01EA&showdescription=yes,BCR-ABL tyrosine kinase inhibitors
L01EB,/?code=L01EB&showdescription=yes,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
L01EC,/?code=L01EC&showdescription=yes,B-Raf serine-threonine kinase (BRAF) inhibitors
L01ED,/?code=L01ED&showdescription=yes,Anaplastic lymphoma kinase (ALK) inhibitors
L01EE,/?code=L01EE&showdescription=yes,Mitogen-activated protein kinase (MEK) inhibitors
L01EF,/?code=L01EF&showdescription=yes,Cyclin-dependent kinase (CDK) inhibitors
L01EG,/?code=L01EG&showdescription=yes,Mammalian target of rapamycin (mTOR) kinase inhibitors
L01EH,/?code=L01EH&showdescription=yes,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors
L01EJ,/?code=L01EJ&showdescription=yes,Janus-associated kinase (JAK) inhibitors
L01EK,/?code=L01EK&showdescription=yes,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
L01EL,/?code=L01EL&showdescription=yes,Bruton's tyrosine kinase (BTK) inhibitors
L01EM,/?code=L01EM&showdescription=yes,Phosphatidylinositol-3-kinase (Pi3K) inhibitors
L01EX,/?code=L01EX&showdescription=yes,Other protein kinase inhibitors
L01XA,/?code=L01XA&showdescription=yes,Platinum compounds
L01XB,/?code=L01XB&showdescription=yes,Methylhydrazines
L01XC,/?code=L01XC&showdescription=yes,Monoclonal antibodies
L01XD,/?code=L01XD&showdescription=yes,Sensitizers used in photodynamic/radiation therapy
L01XF,/?code=L01XF&showdescription=yes,Retinoids for cancer treatment
L01XG,/?code=L01XG&showdescription=yes,Proteasome inhibitors
L01XH,/?code=L01XH&showdescription=yes,Histone deacetylase (HDAC) inhibitors
L01XJ,/?code=L01XJ&showdescription=yes,Hedgehog pathway inhibitors
L01XK,/?code=L01XK&showdescription=yes,Poly (ADP-ribose) polymerase (PARP) inhibitors
L01XX,/?code=L01XX&showdescription=yes,Other antineoplastic agents
L01XY,/?code=L01XY&showdescription=yes,Combinations of antineoplastic agents
L02AA,/?code=L02AA&showdescription=yes,Estrogens
L02AB,/?code=L02AB&showdescription=yes,Progestogens
L02AE,/?code=L02AE&showdescription=yes,Gonadotropin releasing hormone analogues
L02AX,/?code=L02AX&showdescription=yes,Other hormones
L02BA,/?code=L02BA&showdescription=yes,Anti-estrogens
L02BB,/?code=L02BB&showdescription=yes,Anti-androgens
L02BG,/?code=L02BG&showdescription=yes,Aromatase inhibitors
L02BX,/?code=L02BX&showdescription=yes,Other hormone antagonists and related agents
L03AA,/?code=L03AA&showdescription=yes,Colony stimulating factors
L03AB,/?code=L03AB&showdescription=yes,Interferons
L03AC,/?code=L03AC&showdescription=yes,Interleukins
L03AX,/?code=L03AX&showdescription=yes,Other immunostimulants
L04AA,/?code=L04AA&showdescription=yes,Selective immunosuppressants
L04AB,/?code=L04AB&showdescription=yes,Tumor necrosis factor alpha (TNF-alpha) inhibitors
L04AC,/?code=L04AC&showdescription=yes,Interleukin inhibitors
L04AD,/?code=L04AD&showdescription=yes,Calcineurin inhibitors
L04AX,/?code=L04AX&showdescription=yes,Other immunosuppressants
M01AA,/?code=M01AA&showdescription=yes,Butylpyrazolidines
M01AB,/?code=M01AB&showdescription=yes,Acetic acid derivatives and related substances
M01AC,/?code=M01AC&showdescription=yes,Oxicams
M01AE,/?code=M01AE&showdescription=yes,Propionic acid derivatives
M01AG,/?code=M01AG&showdescription=yes,Fenamates
M01AH,/?code=M01AH&showdescription=yes,Coxibs
M01AX,/?code=M01AX&showdescription=yes,"Other antiinflammatory and antirheumatic agents, non-steroids"
M01BA,/?code=M01BA&showdescription=yes,Antiinflammatory/antirheumatic agents in combination with corticosteroids
M01BX,/?code=M01BX&showdescription=yes,Other antiinflammatory/antirheumatic agents in combination with other drugs
M01CA,/?code=M01CA&showdescription=yes,Quinolines
M01CB,/?code=M01CB&showdescription=yes,Gold preparations
M01CC,/?code=M01CC&showdescription=yes,Penicillamine and similar agents
M01CX,/?code=M01CX&showdescription=yes,Other specific antirheumatic agents
M02AA,/?code=M02AA&showdescription=yes,"Antiinflammatory preparations, non-steroids for topical use"
M02AB,/?code=M02AB&showdescription=yes,Capsaicin and similar agents
M02AC,/?code=M02AC&showdescription=yes,Preparations with salicylic acid derivatives
M02AX,/?code=M02AX&showdescription=yes,Other topical products for joint and muscular pain
M03AA,/?code=M03AA&showdescription=yes,Curare alkaloids
M03AB,/?code=M03AB&showdescription=yes,Choline derivatives
M03AC,/?code=M03AC&showdescription=yes,Other quaternary ammonium compounds
M03AX,/?code=M03AX&showdescription=yes,"Other muscle relaxants, peripherally acting agents"
M03BA,/?code=M03BA&showdescription=yes,Carbamic acid esters
M03BB,/?code=M03BB&showdescription=yes,"Oxazol, thiazine, and triazine derivatives"
M03BC,/?code=M03BC&showdescription=yes,"Ethers, chemically close to antihistamines"
M03BX,/?code=M03BX&showdescription=yes,Other centrally acting agents
M03CA,/?code=M03CA&showdescription=yes,Dantrolene and derivatives
M04AA,/?code=M04AA&showdescription=yes,Preparations inhibiting uric acid production
M04AB,/?code=M04AB&showdescription=yes,Preparations increasing uric acid excretion
M04AC,/?code=M04AC&showdescription=yes,Preparations with no effect on uric acid metabolism
M04AX,/?code=M04AX&showdescription=yes,Other antigout preparations
M05BA,/?code=M05BA&showdescription=yes,Bisphosphonates
M05BB,/?code=M05BB&showdescription=yes,"Bisphosphonates, combinations"
M05BC,/?code=M05BC&showdescription=yes,Bone morphogenetic proteins
M05BX,/?code=M05BX&showdescription=yes,Other drugs affecting bone structure and mineralization
M09AA,/?code=M09AA&showdescription=yes,Quinine and derivatives
M09AB,/?code=M09AB&showdescription=yes,Enzymes
M09AX,/?code=M09AX&showdescription=yes,Other drugs for disorders of the musculo-skeletal system
N01AA,/?code=N01AA&showdescription=yes,Ethers
N01AB,/?code=N01AB&showdescription=yes,Halogenated hydrocarbons
N01AF,/?code=N01AF&showdescription=yes,"Barbiturates, plain"
N01AG,/?code=N01AG&showdescription=yes,Barbiturates in combination with other drugs
N01AH,/?code=N01AH&showdescription=yes,Opioid anesthetics
N01AX,/?code=N01AX&showdescription=yes,Other general anesthetics
N01BA,/?code=N01BA&showdescription=yes,Esters of aminobenzoic acid
N01BB,/?code=N01BB&showdescription=yes,Amides
N01BC,/?code=N01BC&showdescription=yes,Esters of benzoic acid
N01BX,/?code=N01BX&showdescription=yes,Other local anesthetics
N02AA,/?code=N02AA&showdescription=yes,Natural opium alkaloids
N02AB,/?code=N02AB&showdescription=yes,Phenylpiperidine derivatives
N02AC,/?code=N02AC&showdescription=yes,Diphenylpropylamine derivatives
N02AD,/?code=N02AD&showdescription=yes,Benzomorphan derivatives
N02AE,/?code=N02AE&showdescription=yes,Oripavine derivatives
N02AF,/?code=N02AF&showdescription=yes,Morphinan derivatives
N02AG,/?code=N02AG&showdescription=yes,Opioids in combination with antispasmodics
N02AJ,/?code=N02AJ&showdescription=yes,Opioids in combination with non-opioid analgesics
N02AX,/?code=N02AX&showdescription=yes,Other opioids
N02BA,/?code=N02BA&showdescription=yes,Salicylic acid and derivatives
N02BB,/?code=N02BB&showdescription=yes,Pyrazolones
N02BE,/?code=N02BE&showdescription=yes,Anilides
N02BG,/?code=N02BG&showdescription=yes,Other analgesics and antipyretics
N02CA,/?code=N02CA&showdescription=yes,Ergot alkaloids
N02CB,/?code=N02CB&showdescription=yes,Corticosteroid derivatives
N02CC,/?code=N02CC&showdescription=yes,Selective serotonin (5HT1) agonists
N02CD,/?code=N02CD&showdescription=yes,Calcitonin gene-related peptide (CGRP) antagonists
N02CX,/?code=N02CX&showdescription=yes,Other antimigraine preparations
N03AA,/?code=N03AA&showdescription=yes,Barbiturates and derivatives
N03AB,/?code=N03AB&showdescription=yes,Hydantoin derivatives
N03AC,/?code=N03AC&showdescription=yes,Oxazolidine derivatives
N03AD,/?code=N03AD&showdescription=yes,Succinimide derivatives
N03AE,/?code=N03AE&showdescription=yes,Benzodiazepine derivatives
N03AF,/?code=N03AF&showdescription=yes,Carboxamide derivatives
N03AG,/?code=N03AG&showdescription=yes,Fatty acid derivatives
N03AX,/?code=N03AX&showdescription=yes,Other antiepileptics
N04AA,/?code=N04AA&showdescription=yes,Tertiary amines
N04AB,/?code=N04AB&showdescription=yes,Ethers chemically close to antihistamines
N04AC,/?code=N04AC&showdescription=yes,Ethers of tropine or tropine derivatives
N04BA,/?code=N04BA&showdescription=yes,Dopa and dopa derivatives
N04BB,/?code=N04BB&showdescription=yes,Adamantane derivatives
N04BC,/?code=N04BC&showdescription=yes,Dopamine agonists
N04BD,/?code=N04BD&showdescription=yes,Monoamine oxidase B inhibitors
N04BX,/?code=N04BX&showdescription=yes,Other dopaminergic agents
N04CX,/?code=N04CX&showdescription=yes,Other antiparkinson drugs
N05AA,/?code=N05AA&showdescription=yes,Phenothiazines with aliphatic side-chain
N05AB,/?code=N05AB&showdescription=yes,Phenothiazines with piperazine structure
N05AC,/?code=N05AC&showdescription=yes,Phenothiazines with piperidine structure
N05AD,/?code=N05AD&showdescription=yes,Butyrophenone derivatives
N05AE,/?code=N05AE&showdescription=yes,Indole derivatives
N05AF,/?code=N05AF&showdescription=yes,Thioxanthene derivatives
N05AG,/?code=N05AG&showdescription=yes,Diphenylbutylpiperidine derivatives
N05AH,/?code=N05AH&showdescription=yes,"Diazepines, oxazepines, thiazepines and oxepines"
N05AL,/?code=N05AL&showdescription=yes,Benzamides
N05AN,/?code=N05AN&showdescription=yes,Lithium
N05AX,/?code=N05AX&showdescription=yes,Other antipsychotics
N05BA,/?code=N05BA&showdescription=yes,Benzodiazepine derivatives
N05BB,/?code=N05BB&showdescription=yes,Diphenylmethane derivatives
N05BC,/?code=N05BC&showdescription=yes,Carbamates
N05BD,/?code=N05BD&showdescription=yes,Dibenzo-bicyclo-octadiene derivatives
N05BE,/?code=N05BE&showdescription=yes,Azaspirodecanedione derivatives
N05BX,/?code=N05BX&showdescription=yes,Other anxiolytics
N05CA,/?code=N05CA&showdescription=yes,"Barbiturates, plain"
N05CB,/?code=N05CB&showdescription=yes,"Barbiturates, combinations"
N05CC,/?code=N05CC&showdescription=yes,Aldehydes and derivatives
N05CD,/?code=N05CD&showdescription=yes,Benzodiazepine derivatives
N05CE,/?code=N05CE&showdescription=yes,Piperidinedione derivatives
N05CF,/?code=N05CF&showdescription=yes,Benzodiazepine related drugs
N05CH,/?code=N05CH&showdescription=yes,Melatonin receptor agonists
N05CM,/?code=N05CM&showdescription=yes,Other hypnotics and sedatives
N05CX,/?code=N05CX&showdescription=yes,"Hypnotics and sedatives in combination, excl. barbiturates"
N06AA,/?code=N06AA&showdescription=yes,Non-selective monoamine reuptake inhibitors
N06AB,/?code=N06AB&showdescription=yes,Selective serotonin reuptake inhibitors
N06AF,/?code=N06AF&showdescription=yes,"Monoamine oxidase inhibitors, non-selective"
N06AG,/?code=N06AG&showdescription=yes,Monoamine oxidase A inhibitors
N06AX,/?code=N06AX&showdescription=yes,Other antidepressants
N06BA,/?code=N06BA&showdescription=yes,Centrally acting sympathomimetics
N06BC,/?code=N06BC&showdescription=yes,Xanthine derivatives
N06BX,/?code=N06BX&showdescription=yes,Other psychostimulants and nootropics
N06CA,/?code=N06CA&showdescription=yes,Antidepressants in combination with psycholeptics
N06CB,/?code=N06CB&showdescription=yes,Psychostimulants in combination with psycholeptics
N06DA,/?code=N06DA&showdescription=yes,Anticholinesterases
N06DX,/?code=N06DX&showdescription=yes,Other anti-dementia drugs
N07AA,/?code=N07AA&showdescription=yes,Anticholinesterases
N07AB,/?code=N07AB&showdescription=yes,Choline esters
N07AX,/?code=N07AX&showdescription=yes,Other parasympathomimetics
N07BA,/?code=N07BA&showdescription=yes,Drugs used in nicotine dependence
N07BB,/?code=N07BB&showdescription=yes,Drugs used in alcohol dependence
N07BC,/?code=N07BC&showdescription=yes,Drugs used in opioid dependence
N07CA,/?code=N07CA&showdescription=yes,Antivertigo preparations
N07XA,/?code=N07XA&showdescription=yes,Gangliosides and ganglioside derivatives
N07XX,/?code=N07XX&showdescription=yes,Other nervous system drugs
P01AA,/?code=P01AA&showdescription=yes,Hydroxyquinoline derivatives
P01AB,/?code=P01AB&showdescription=yes,Nitroimidazole derivatives
P01AC,/?code=P01AC&showdescription=yes,Dichloroacetamide derivatives
P01AR,/?code=P01AR&showdescription=yes,Arsenic compounds
P01AX,/?code=P01AX&showdescription=yes,Other agents against amoebiasis and other protozoal diseases
P01BA,/?code=P01BA&showdescription=yes,Aminoquinolines
P01BB,/?code=P01BB&showdescription=yes,Biguanides
P01BC,/?code=P01BC&showdescription=yes,Methanolquinolines
P01BD,/?code=P01BD&showdescription=yes,Diaminopyrimidines
P01BE,/?code=P01BE&showdescription=yes,"Artemisinin and derivatives, plain"
P01BF,/?code=P01BF&showdescription=yes,"Artemisinin and derivatives, combinations"
P01BX,/?code=P01BX&showdescription=yes,Other antimalarials
P01CA,/?code=P01CA&showdescription=yes,Nitroimidazole derivatives
P01CB,/?code=P01CB&showdescription=yes,Antimony compounds
P01CC,/?code=P01CC&showdescription=yes,Nitrofuran derivatives
P01CD,/?code=P01CD&showdescription=yes,Arsenic compounds
P01CX,/?code=P01CX&showdescription=yes,Other agents against leishmaniasis and trypanosomiasis
P02BA,/?code=P02BA&showdescription=yes,Quinoline derivatives and related substances
P02BB,/?code=P02BB&showdescription=yes,Organophosphorous compounds
P02BX,/?code=P02BX&showdescription=yes,Other antitrematodal agents
P02CA,/?code=P02CA&showdescription=yes,Benzimidazole derivatives
P02CB,/?code=P02CB&showdescription=yes,Piperazine and derivatives
P02CC,/?code=P02CC&showdescription=yes,Tetrahydropyrimidine derivatives
P02CE,/?code=P02CE&showdescription=yes,Imidazothiazole derivatives
P02CF,/?code=P02CF&showdescription=yes,Avermectines
P02CX,/?code=P02CX&showdescription=yes,Other antinematodals
P02DA,/?code=P02DA&showdescription=yes,Salicylic acid derivatives
P02DX,/?code=P02DX&showdescription=yes,Other anticestodals
P03AA,/?code=P03AA&showdescription=yes,Sulfur containing products
P03AB,/?code=P03AB&showdescription=yes,Chlorine containing products
P03AC,/?code=P03AC&showdescription=yes,"Pyrethrines, incl. synthetic compounds"
P03AX,/?code=P03AX&showdescription=yes,"Other ectoparasiticides, incl. scabicides"
P03BA,/?code=P03BA&showdescription=yes,Pyrethrines
P03BX,/?code=P03BX&showdescription=yes,Other insecticides and repellents
R01AA,/?code=R01AA&showdescription=yes,"Sympathomimetics, plain"
R01AB,/?code=R01AB&showdescription=yes,"Sympathomimetics, combinations excl. corticosteroids"
R01AC,/?code=R01AC&showdescription=yes,"Antiallergic agents, excl. corticosteroids"
R01AD,/?code=R01AD&showdescription=yes,Corticosteroids
R01AX,/?code=R01AX&showdescription=yes,Other nasal preparations
R01BA,/?code=R01BA&showdescription=yes,Sympathomimetics
R02AA,/?code=R02AA&showdescription=yes,Antiseptics
R02AB,/?code=R02AB&showdescription=yes,Antibiotics
R02AD,/?code=R02AD&showdescription=yes,"Anesthetics, local"
R02AX,/?code=R02AX&showdescription=yes,Other throat preparations
R03AA,/?code=R03AA&showdescription=yes,Alpha- and beta-adrenoreceptor agonists
R03AB,/?code=R03AB&showdescription=yes,Non-selective beta-adrenoreceptor agonists
R03AC,/?code=R03AC&showdescription=yes,Selective beta-2-adrenoreceptor agonists
R03AH,/?code=R03AH&showdescription=yes,Combinations of adrenergics
R03AK,/?code=R03AK&showdescription=yes,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
R03AL,/?code=R03AL&showdescription=yes,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
R03BA,/?code=R03BA&showdescription=yes,Glucocorticoids
R03BB,/?code=R03BB&showdescription=yes,Anticholinergics
R03BC,/?code=R03BC&showdescription=yes,"Antiallergic agents, excl. corticosteroids"
R03BX,/?code=R03BX&showdescription=yes,"Other drugs for obstructive airway diseases, inhalants"
R03CA,/?code=R03CA&showdescription=yes,Alpha- and beta-adrenoreceptor agonists
R03CB,/?code=R03CB&showdescription=yes,Non-selective beta-adrenoreceptor agonists
R03CC,/?code=R03CC&showdescription=yes,Selective beta-2-adrenoreceptor agonists
R03CK,/?code=R03CK&showdescription=yes,Adrenergics and other drugs for obstructive airway diseases
R03DA,/?code=R03DA&showdescription=yes,Xanthines
R03DB,/?code=R03DB&showdescription=yes,Xanthines and adrenergics
R03DC,/?code=R03DC&showdescription=yes,Leukotriene receptor antagonists
R03DX,/?code=R03DX&showdescription=yes,Other systemic drugs for obstructive airway diseases
R05CA,/?code=R05CA&showdescription=yes,Expectorants
R05CB,/?code=R05CB&showdescription=yes,Mucolytics
R05DA,/?code=R05DA&showdescription=yes,Opium alkaloids and derivatives
R05DB,/?code=R05DB&showdescription=yes,Other cough suppressants
R05FA,/?code=R05FA&showdescription=yes,Opium derivatives and expectorants
R05FB,/?code=R05FB&showdescription=yes,Other cough suppressants and expectorants
R06AA,/?code=R06AA&showdescription=yes,Aminoalkyl ethers
R06AB,/?code=R06AB&showdescription=yes,Substituted alkylamines
R06AC,/?code=R06AC&showdescription=yes,Substituted ethylene diamines
R06AD,/?code=R06AD&showdescription=yes,Phenothiazine derivatives
R06AE,/?code=R06AE&showdescription=yes,Piperazine derivatives
R06AK,/?code=R06AK&showdescription=yes,Combinations of antihistamines
R06AX,/?code=R06AX&showdescription=yes,Other antihistamines for systemic use
R07AA,/?code=R07AA&showdescription=yes,Lung surfactants
R07AB,/?code=R07AB&showdescription=yes,Respiratory stimulants
