ATC code,Name,DDD,U,Adm.R,Note
C07AG02,carvedilol,37.5,mg,O,
C07BA02,oxprenolol and thiazides,,,,
C07BA05,propranolol and thiazides,,,,
C07BA06,timolol and thiazides,,,,
C07BA07,sotalol and thiazides,,,,
C07BA12,nadolol and thiazides,,,,
C07BA68,"metipranolol and thiazides, combinations",,,,
C07BB02,metoprolol and thiazides,,,,
C07BB03,atenolol and thiazides,,,,
C07BB04,acebutolol and thiazides,,,,
C07BB06,bevantolol and thiazides,,,,
C07BB07,bisoprolol and thiazides,,,,
C07BB12,nebivolol and thiazides,,,,
C07BB52,"metoprolol and thiazides, combinations",,,,
C07BG01,labetalol and thiazides,,,,
C07CA02,oxprenolol and other diuretics,,,,
C07CA03,pindolol and other diuretics,,,,
C07CA17,bopindolol and other diuretics,,,,
C07CA23,penbutolol and other diuretics,,,,
C07CB02,metoprolol and other diuretics,,,,
C07CB03,atenolol and other diuretics,,,,
C07CB53,"atenolol and other diuretics, combinations",,,,
C07CG01,labetalol and other diuretics,,,,
C07DA06,"timolol, thiazides and other diuretics",,,,
C07DB01,"atenolol, thiazides and other diuretics",,,,
C07FB02,metoprolol and felodipine,,,,
C07FB03,atenolol and nifedipine,,,,
C07FB07,bisoprolol and amlodipine,,,,
C07FB12,nebivolol and amlodipine,,,,
C07FB13,metoprolol and amlodipine,,,,
C07FX01,propranolol and other combinations,,,,
C07FX02,sotalol and acetylsalicylic acid,,,,
C07FX03,metoprolol and acetylsalicylic acid,,,,
C07FX04,bisoprolol and acetylsalicylic acid,,,,
C07FX05,metoprolol and ivabradine,,,,
C07FX06,carvedilol and ivabradine,,,,
C08CA01,amlodipine,5,mg,O,
C08CA02,felodipine,5,mg,O,
C08CA03,isradipine,5,mg,O,
C08CA03,isradipine,5,mg,P,
C08CA04,nicardipine,90,mg,O,
C08CA04,nicardipine,90,mg,P,
C08CA05,nifedipine,30,mg,O,
C08CA05,nifedipine,30,mg,P,
C08CA06,nimodipine,0.3,g,O,
C08CA06,nimodipine,50,mg,P,
C08CA07,nisoldipine,20,mg,O,
C08CA08,nitrendipine,20,mg,O,
C08CA09,lacidipine,4,mg,O,
C08CA10,nilvadipine,8,mg,O,
C08CA11,manidipine,10,mg,O,
C08CA12,barnidipine,10,mg,O,
C08CA13,lercanidipine,10,mg,O,
C08CA14,cilnidipine,10,mg,O,
C08CA15,benidipine,,,,
C08CA16,clevidipine,,,,
C08CA51,amlodipine and celecoxib,,,,
C08CA55,"nifedipine, combinations",,,,
C08CX01,mibefradil,75,mg,O,
C08DA01,verapamil,0.24,g,O,
C08DA01,verapamil,0.24,g,P,
C08DA02,gallopamil,,,,
C08DA51,"verapamil, combinations",,,,
C08DB01,diltiazem,0.24,g,O,
C08EA01,fendiline,,,,
C08EA02,bepridil,0.3,g,O,
C08EX01,lidoflazine,0.18,g,O,
C08EX02,perhexiline,,,,
C08GA01,nifedipine and diuretics,,,,
C08GA02,amlodipine and diuretics,,,,
C09AA01,captopril,50,mg,O,
C09AA02,enalapril,10,mg,O,
C09AA02,enalapril,10,mg,P,
C09AA03,lisinopril,10,mg,O,
C09AA04,perindopril,4,mg,O,
C09AA05,ramipril,2.5,mg,O,
C09AA06,quinapril,15,mg,O,
C09AA06,quinapril,15,mg,P,
C09AA07,benazepril,7.5,mg,O,
C09AA08,cilazapril,2.5,mg,O,
C09AA09,fosinopril,15,mg,O,
C09AA10,trandolapril,2,mg,O,
C09AA11,spirapril,6,mg,O,
C09AA12,delapril,30,mg,O,
C09AA13,moexipril,15,mg,O,
C09AA14,temocapril,10,mg,O,
C09AA15,zofenopril,30,mg,O,
C09AA16,imidapril,10,mg,O,
C09BA01,captopril and diuretics,,,,
C09BA02,enalapril and diuretics,,,,
C09BA03,lisinopril and diuretics,,,,
C09BA04,perindopril and diuretics,,,,
C09BA05,ramipril and diuretics,,,,
C09BA06,quinapril and diuretics,,,,
C09BA07,benazepril and diuretics,,,,
C09BA08,cilazapril and diuretics,,,,
C09BA09,fosinopril and diuretics,,,,
C09BA12,delapril and diuretics,,,,
C09BA13,moexipril and diuretics,,,,
C09BA15,zofenopril and diuretics,,,,
C09BB02,enalapril and lercanidipine,,,,
C09BB03,lisinopril and amlodipine,,,,
C09BB04,perindopril and amlodipine,,,,
C09BB05,ramipril and felodipine,,,,
C09BB06,enalapril and nitrendipine,,,,
C09BB07,ramipril and amlodipine,,,,
C09BB10,trandolapril and verapamil,,,,
C09BB12,delapril and manidipine,,,,
C09BX01,"perindopril, amlodipine and indapamide",,,,
C09BX02,perindopril and bisoprolol,,,,
C09BX03,"ramipril, amlodipine and hydrochlorothiazide",,,,
C09BX04,"perindopril, bisoprolol and amlodipine",,,,
C09BX05,ramipril and bisoprolol,,,,
C09CA01,losartan,50,mg,O,
C09CA02,eprosartan,0.6,g,O,
C09CA03,valsartan,80,mg,O,
C09CA04,irbesartan,0.15,g,O,
C09CA05,tasosartan,,,,
C09CA06,candesartan,8,mg,O,
C09CA07,telmisartan,40,mg,O,
C09CA08,olmesartan medoxomil,20,mg,O,
C09CA09,azilsartan medoxomil,40,mg,O,
C09CA10,fimasartan,60,mg,O,
C09DA01,losartan and diuretics,,,,
C09DA02,eprosartan and diuretics,,,,
C09DA03,valsartan and diuretics,,,,
C09DA04,irbesartan and diuretics,,,,
C09DA06,candesartan and diuretics,,,,
C09DA07,telmisartan and diuretics,,,,
C09DA08,olmesartan medoxomil and diuretics,,,,
C09DA09,azilsartan medoxomil and diuretics,,,,
C09DA10,fimasartan and diuretics,,,,
C09DB01,valsartan and amlodipine,,,,
C09DB02,olmesartan medoxomil and amlodipine,,,,
C09DB04,telmisartan and amlodipine,,,,
C09DB05,irbesartan and amlodipine,,,,
C09DB06,losartan and amlodipine,,,,
C09DB07,candesartan and amlodipine,,,,
C09DB08,valsartan and lercanidipine,,,,
C09DB09,fimasartan and amlodipine,,,,
C09DX01,"valsartan, amlodipine and hydrochlorothiazide",,,,
C09DX02,valsartan and aliskiren,,,,
C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",,,,
C09DX04,valsartan and sacubitril,,,,
C09DX05,valsartan and nebivolol,,,,
C09DX06,"candesartan, amlodipine and hydrochlorothiazide",,,,
C09DX07,"irbesartan, amlodipine and hydrochlorothiazide",,,,
C09XA01,remikiren,,,,
C09XA02,aliskiren,0.15,g,O,
C09XA52,aliskiren and hydrochlorothiazide,,,,
C09XA53,aliskiren and amlodipine,,,,
C09XA54,"aliskiren, amlodipine and hydrochlorothiazide",,,,
C10AA01,simvastatin,30,mg,O,
C10AA02,lovastatin,45,mg,O,
C10AA03,pravastatin,30,mg,O,
C10AA04,fluvastatin,60,mg,O,
C10AA05,atorvastatin,20,mg,O,
C10AA06,cerivastatin,0.2,mg,O,
C10AA07,rosuvastatin,10,mg,O,
C10AA08,pitavastatin,2,mg,O,
C10AB01,clofibrate,2,g,O,
C10AB02,bezafibrate,0.6,g,O,
C10AB03,aluminium clofibrate,,,,
C10AB04,gemfibrozil,1.2,g,O,
C10AB05,fenofibrate,0.2,g,O,micronised
C10AB06,simfibrate,,,,
C10AB07,ronifibrate,,,,
C10AB08,ciprofibrate,0.1,g,O,
C10AB09,etofibrate,,,,
C10AB10,clofibride,,,,
C10AB11,choline fenofibrate,0.135,g,O,Refers to fenofibric acid
C10AC01,colestyramine,14,g,O,
C10AC02,colestipol,20,g,O,
C10AC03,colextran,,,,
C10AC04,colesevelam,3.75,g,O,
C10AD01,niceritrol,1.5,g,O,
C10AD02,nicotinic acid,2,g,O,
C10AD03,nicofuranose,,,,
C10AD04,aluminium nicotinate,,,,
C10AD05,nicotinyl alcohol (pyridylcarbinol),0.9,g,O,
C10AD06,acipimox,0.5,g,O,
C10AD52,"nicotinic acid, combinations",,,,
C10AX01,dextrothyroxine,4,mg,O,
C10AX02,probucol,,,,
C10AX03,tiadenol,,,,
C10AX05,meglutol,,,,
C10AX06,omega-3-triglycerides incl. other esters and acids,,,,
C10AX07,magnesium pyridoxal 5-phosphate glutamate,,,,
C10AX08,policosanol,,,,
C10AX09,ezetimibe,10,mg,O,
C10AX10,alipogene tiparvovec,,,,
C10AX11,mipomersen,,,,
C10AX12,lomitapide,40,mg,O,
C10AX13,evolocumab,10,mg,P,
C10AX14,alirocumab,5.4,mg,P,
C10AX15,bempedoic acid,,,,
C10AX16,inclisiran,,,,
C10BA01,lovastatin and nicotinic acid,,,,
C10BA02,simvastatin and ezetimibe,,,,
C10BA03,pravastatin and fenofibrate,,,,
C10BA04,simvastatin and fenofibrate,,,,
C10BA05,atorvastatin and ezetimibe,,,,
C10BA06,rosuvastatin and ezetimibe,,,,
C10BA07,rosuvastatin and omega-3 fatty acids,,,,
C10BA08,atorvastatin and omega-3 fatty acids,,,,
C10BA09,rosuvastatin and fenofibrate,,,,
C10BA10,bempedoic acid and ezetimibe,,,,
C10BX01,simvastatin and acetylsalicylic acid,30,mg,O,Refers to simvastatin
C10BX02,pravastatin and acetylsalicylic acid,,,,
C10BX03,atorvastatin and amlodipine,,,,
C10BX04,"simvastatin, acetylsalicylic acid and ramipril",,,,
C10BX05,rosuvastatin and acetylsalicylic acid,,,,
C10BX06,"atorvastatin, acetylsalicylic acid and ramipril",,,,
C10BX07,"rosuvastatin, amlodipine and lisinopril",,,,
C10BX08,atorvastatin and acetylsalicylic acid,,,,
C10BX09,rosuvastatin and amlodipine,,,,
C10BX10,rosuvastatin and valsartan,,,,
C10BX11,"atorvastatin, amlodipine and perindopril",,,,
C10BX12,"atorvastatin, acetylsalicylic acid and perindopril",,,,
C10BX13,"rosuvastatin, perindopril and indapamide",,,,
C10BX14,"rosuvastatin, amlodipine and perindopril",,,,
C10BX15,atorvastatin and perindopril,,,,
C10BX16,rosuvastatin and fimasartan,,,,
C10BX17,rosuvastatin and ramipril,,,,
C10BX18,"atorvastatin, amlodipine and ramipril",,,,
D01AA01,nystatin,,,,
D01AA02,natamycin,,,,
D01AA03,hachimycin,,,,
D01AA04,pecilocin,,,,
D01AA06,mepartricin,,,,
D01AA07,pyrrolnitrin,,,,
D01AA08,griseofulvin,,,,
D01AA20,combinations,,,,
D01AC01,clotrimazole,,,,
D01AC02,miconazole,,,,
D01AC03,econazole,,,,
D01AC04,chlormidazole,,,,
D01AC05,isoconazole,,,,
D01AC06,tiabendazole,,,,
D01AC07,tioconazole,,,,
D01AC08,ketoconazole,,,,
D01AC09,sulconazole,,,,
D01AC10,bifonazole,,,,
D01AC11,oxiconazole,,,,
D01AC12,fenticonazole,,,,
D01AC13,omoconazole,,,,
D01AC14,sertaconazole,,,,
D01AC15,fluconazole,,,,
D01AC16,flutrimazole,,,,
D01AC17,eberconazole,,,,
D01AC18,luliconazole,,,,
D01AC19,efinaconazole,,,,
D01AC20,imidazoles/triazoles in combination with corticosteroids,,,,
D01AC52,"miconazole, combinations",,,,
D01AC60,"bifonazole, combinations",,,,
D01AE01,bromochlorosalicylanilide,,,,
D01AE02,methylrosaniline,,,,
D01AE03,tribromometacresol,,,,
D01AE04,undecylenic acid,,,,
D01AE05,polynoxylin,,,,
D01AE06,2-(4-chlorphenoxy)-ethanol,,,,
D01AE07,chlorphenesin,,,,
D01AE08,ticlatone,,,,
D01AE09,sulbentine,,,,
D01AE10,ethyl hydroxybenzoate,,,,
D01AE11,haloprogin,,,,
D01AE12,salicylic acid,,,,
D01AE13,selenium sulfide,,,,
D01AE14,ciclopirox,,,,
D01AE15,terbinafine,,,,
D01AE16,amorolfine,,,,
D01AE17,dimazole,,,,
D01AE18,tolnaftate,,,,
D01AE19,tolciclate,,,,
D01AE20,combinations,,,,
D01AE21,flucytosine,,,,
D01AE22,naftifine,,,,
D01AE23,butenafine,,,,
D01AE24,tavaborole,,,,
D01AE54,"undecylenic acid, combinations",,,,
D01BA01,griseofulvin,0.5,g,O,
D01BA02,terbinafine,0.25,g,O,
D01BA03,fosravuconazole,0.1,g,O,expressed as ravuconazole
D02AE01,carbamide,,,,
D02AE51,"carbamide, combinations",,,,
D02BA01,aminobenzoic acid,,,,
D02BA02,octinoxate,,,,
D02BB01,betacarotene,0.1,g,O,
D02BB02,afamelanotide,,,,
D03AX01,cadexomer iodine,,,,
D03AX02,dextranomer,,,,
D03AX03,dexpanthenol,,,,
D03AX04,calcium pantothenate,,,,
D03AX05,hyaluronic acid,,,,
D03AX06,becaplermin,,,,
D03AX09,crilanomer,,,,
D03AX10,enoxolone,,,,
D03AX11,sodium chlorite,,,,
D03AX12,trolamine,,,,
D03AX13,Betulae cortex,,,,
D03AX14,Centella asiatica herba,,,,
D03BA01,trypsin,,,,
D03BA02,collagenase,,,,
D03BA03,bromelains,,,,
D03BA52,"collagenase, combinations",,,,
D04AA01,thonzylamine,,,,
D04AA02,mepyramine,,,,
D04AA03,thenalidine,,,,
D04AA04,tripelennamine,,,,
D04AA09,chloropyramine,,,,
D04AA10,promethazine,,,,
D04AA12,tolpropamine,,,,
D04AA13,dimetindene,,,,
D04AA14,clemastine,,,,
D04AA15,bamipine,,,,
D04AA16,pheniramine,,,,
D04AA22,isothipendyl,,,,
D04AA32,diphenhydramine,,,,
D04AA33,diphenhydramine methylbromide,,,,
D04AA34,chlorphenoxamine,,,,
D04AB01,lidocaine,,,,
D04AB02,cinchocaine,,,,
D04AB03,oxybuprocaine,,,,
D04AB04,benzocaine,,,,
D04AB05,quinisocaine,,,,
D04AB06,tetracaine,,,,
D04AB07,pramocaine,,,,
D04AX01,doxepin,,,,
D05AC01,dithranol,,,,
D05AC51,"dithranol, combinations",,,,
D05AD01,trioxysalen,,,,
D05AD02,methoxsalen,,,,
D05AX01,fumaric acid,,,,
D05AX02,calcipotriol,,,,
D05AX03,calcitriol,,,,
D05AX04,tacalcitol,,,,
D05AX05,tazarotene,,,,
D05AX52,"calcipotriol, combinations",,,,
D05AX55,tazarotene and ulobetasol,,,,
D05BA01,trioxysalen,10,mg,O,
D05BA02,methoxsalen,10,mg,O,
D05BA03,bergapten,,,,
D05BB01,etretinate,35,mg,O,
D05BB02,acitretin,35,mg,O,
D05BX51,"fumaric acid derivatives, combinations",,,,
D06AA01,demeclocycline,,,,
D06AA02,chlortetracycline,,,,
D06AA03,oxytetracycline,,,,
D06AA04,tetracycline,,,,
D06AX01,fusidic acid,,,,
D06AX02,chloramphenicol,,,,
D06AX04,neomycin,,,,
D06AX05,bacitracin,,,,
D06AX07,gentamicin,,,,
D06AX08,tyrothricin,,,,
D06AX09,mupirocin,,,,
D06AX10,virginiamycin,,,,
D06AX11,rifaximin,,,,
D06AX12,amikacin,,,,
D06AX13,retapamulin,,,,
D06AX14,ozenoxacin,,,,
D06AX15,rifamycin,,,,
D06BA01,silver sulfadiazine,,,,
D06BA02,sulfathiazole,,,,
D06BA03,mafenide,,,,
D06BA04,sulfamethizole,,,,
D06BA05,sulfanilamide,,,,
D06BA06,sulfamerazine,,,,
D06BA51,"silver sulfadiazine, combinations",,,,
D06BB01,idoxuridine,,,,
D06BB02,tromantadine,,,,
D06BB03,aciclovir,,,,
D06BB04,podophyllotoxin,,,,
D06BB05,inosine,,,,
D06BB06,penciclovir,,,,
D06BB07,lysozyme,,,,
D06BB08,ibacitabine,,,,
D06BB09,edoxudine,,,,
D06BB10,imiquimod,,,,
D06BB11,docosanol,,,,
D06BB12,sinecatechins,,,,
D06BB53,"aciclovir, combinations",,,,
D06BX01,metronidazole,,,,
D06BX02,ingenol mebutate,,,,
D06BX03,tirbanibulin,,,,
D07AA01,methylprednisolone,,,,
D07AA02,hydrocortisone,,,,
D07AA03,prednisolone,,,,
D07AB01,clobetasone,,,,
D07AB02,hydrocortisone butyrate,,,,
D07AB03,flumetasone,,,,
D07AB04,fluocortin,,,,
D07AB05,fluperolone,,,,
D07AB06,fluorometholone,,,,
D07AB07,fluprednidene,,,,
D07AB08,desonide,,,,
D07AB09,triamcinolone,,,,
D07AB10,alclometasone,,,,
D07AB11,hydrocortisone buteprate,,,,
D07AB19,dexamethasone,,,,
D07AB21,clocortolone,,,,
D07AB30,combinations of corticosteroids,,,,
D07AC01,betamethasone,,,,
D07AC02,fluclorolone,,,,
D07AC03,desoximetasone,,,,
D07AC04,fluocinolone acetonide,,,,
D07AC05,fluocortolone,,,,
D07AC06,diflucortolone,,,,
D07AC07,fludroxycortide,,,,
D07AC08,fluocinonide,,,,
D07AC09,budesonide,,,,
D07AC10,diflorasone,,,,
D07AC11,amcinonide,,,,
D07AC12,halometasone,,,,
D07AC13,mometasone,,,,
D07AC14,methylprednisolone aceponate,,,,
D07AC15,beclometasone,,,,
D07AC16,hydrocortisone aceponate,,,,
D07AC17,fluticasone,,,,
D07AC18,prednicarbate,,,,
D07AC19,difluprednate,,,,
D07AC21,ulobetasol,,,,
D07AD01,clobetasol,,,,
D07AD02,halcinonide,,,,
D07BA01,prednisolone and antiseptics,,,,
D07BA04,hydrocortisone and antiseptics,,,,
D07BB01,flumetasone and antiseptics,,,,
D07BB02,desonide and antiseptics,,,,
D07BB03,triamcinolone and antiseptics,,,,
D07BB04,hydrocortisone butyrate and antiseptics,,,,
D07BC01,betamethasone and antiseptics,,,,
D07BC02,fluocinolone acetonide and antiseptics,,,,
D07BC03,fluocortolone and antiseptics,,,,
D07BC04,diflucortolone and antiseptics,,,,
D07CA01,hydrocortisone and antibiotics,,,,
D07CA02,methylprednisolone and antibiotics,,,,
D07CA03,prednisolone and antibiotics,,,,
D07CB01,triamcinolone and antibiotics,,,,
D07CB02,fluprednidene and antibiotics,,,,
D07CB03,fluorometholone and antibiotics,,,,
D07CB04,dexamethasone and antibiotics,,,,
D07CB05,flumetasone and antibiotics,,,,
D07CC01,betamethasone and antibiotics,,,,
D07CC02,fluocinolone acetonide and antibiotics,,,,
D07CC03,fludroxycortide and antibiotics,,,,
D07CC04,beclometasone and antibiotics,,,,
D07CC05,fluocinonide and antibiotics,,,,
D07CC06,fluocortolone and antibiotics,,,,
D07CD01,clobetasol and antibiotics,,,,
D07XA01,hydrocortisone,,,,
D07XA02,prednisolone,,,,
D07XB01,flumetasone,,,,
D07XB02,triamcinolone,,,,
D07XB03,fluprednidene,,,,
D07XB04,fluorometholone,,,,
D07XB05,dexamethasone,,,,
D07XB30,combinations of corticosteroids,,,,
D07XC01,betamethasone,,,,
D07XC02,desoximetasone,,,,
D07XC03,mometasone,,,,
D07XC04,diflucortolone,,,,
D07XC05,fluocortolone,,,,
D08AA01,ethacridine lactate,,,,
D08AA02,aminoacridine,,,,
D08AA03,euflavine,,,,
D08AC01,dibrompropamidine,,,,
D08AC02,chlorhexidine,,,,
D08AC03,propamidine,,,,
D08AC04,hexamidine,,,,
D08AC05,polihexanide,,,,
D08AC52,"chlorhexidine, combinations",,,,
D08AE01,hexachlorophene,,,,
D08AE02,policresulen,,,,
D08AE03,phenol,,,,
D08AE04,triclosan,,,,
D08AE05,chloroxylenol,,,,
D08AE06,biphenylol,,,,
D08AF01,nitrofural,,,,
D08AG01,iodine/octylphenoxypolyglycolether,,,,
D08AG02,povidone-iodine,,,,
D08AG03,iodine,,,,
D08AG04,diiodohydroxypropane,,,,
D08AH01,dequalinium,,,,
D08AH02,chlorquinaldol,,,,
D08AH03,oxyquinoline,,,,
D08AH30,clioquinol,,,,
D08AJ01,benzalkonium,,,,
D08AJ02,cetrimonium,,,,
D08AJ03,cetylpyridinium,,,,
D08AJ04,cetrimide,,,,
D08AJ05,benzoxonium chloride,,,,
D08AJ06,didecyldimethylammonium chloride,,,,
D08AJ08,benzethonium chloride,,,,
D08AJ10,decamethoxine,,,,
D08AJ57,"octenidine, combinations",,,,
D08AJ58,"benzethonium chloride, combinations",,,,
D08AJ59,"dodeclonium bromide, combinations",,,,
D08AK01,mercuric amidochloride,,,,
D08AK02,phenylmercuric borate,,,,
D08AK03,mercuric chloride,,,,
D08AK04,merbromin,,,,
D08AK05,"mercury, metallic",,,,
D08AK06,thiomersal,,,,
D08AK30,mercuric iodide,,,,
D08AL01,silver nitrate,,,,
D08AL30,silver,,,,
D08AX01,hydrogen peroxide,,,,
D08AX02,eosin,,,,
D08AX03,propanol,,,,
D08AX04,tosylchloramide sodium,,,,
D08AX05,isopropanol,,,,
D08AX06,potassium permanganate,,,,
D08AX07,sodium hypochlorite,,,,
D08AX08,ethanol,,,,
D08AX53,"propanol, combinations",,,,
D09AA01,framycetin,,,,
D09AA02,fusidic acid,,,,
D09AA03,nitrofural,,,,
D09AA04,phenylmercuric nitrate,,,,
D09AA05,benzododecinium,,,,
D09AA06,triclosan,,,,
D09AA07,cetylpyridinium,,,,
D09AA08,aluminium chlorohydrate,,,,
D09AA09,povidone-iodine,,,,
D09AA10,clioquinol,,,,
D09AA11,benzalkonium,,,,
D09AA12,chlorhexidine,,,,
D09AA13,iodoform,,,,
D09AB01,zinc bandage without supplements,,,,
D09AB02,zinc bandage with supplements,,,,
D10AA01,fluorometholone,,,,
D10AA02,methylprednisolone,,,,
D10AA03,dexamethasone,,,,
D10AB01,bithionol,,,,
D10AB02,sulfur,,,,
D10AB03,tioxolone,,,,
D10AB05,mesulfen,,,,
D10AD01,tretinoin,,,,
D10AD02,retinol,,,,
D10AD03,adapalene,,,,
D10AD04,isotretinoin,,,,
D10AD05,motretinide,,,,
D10AD06,trifarotene,,,,
D10AD51,"tretinoin, combinations",,,,
D10AD53,"adapalene, combinations",,,,
D10AD54,"isotretinoin, combinations",,,,
D10AE01,benzoyl peroxide,,,,
D10AE51,"benzoyl peroxide, combinations",,,,
D10AF01,clindamycin,,,,
D10AF02,erythromycin,,,,
D10AF03,chloramphenicol,,,,
D10AF04,meclocycline,,,,
D10AF05,nadifloxacin,,,,
D10AF06,sulfacetamide,,,,
D10AF07,minocycline,,,,
D10AF51,"clindamycin, combinations",,,,
D10AF52,"erythromycin, combinations",,,,
D10AX01,aluminium chloride,,,,
D10AX02,resorcinol,,,,
D10AX03,azelaic acid,,,,
D10AX04,aluminium oxide,,,,
D10AX05,dapsone,,,,
D10AX30,various combinations,,,,
D10BA01,isotretinoin,30,mg,O,
D10BX01,ichtasol,,,,
D11AA01,glycopyrronium,,,,
D11AC01,cetrimide,,,,
D11AC02,cadmium compounds,,,,
D11AC03,selenium compounds,,,,
D11AC06,povidone-iodine,,,,
D11AC08,sulfur compounds,,,,
D11AC09,xenysalate,,,,
D11AC30,others,,,,
D11AE01,metandienone,,,,
D11AH01,tacrolimus,,,,
D11AH02,pimecrolimus,,,,
D11AH03,cromoglicic acid,,,,
D11AH04,alitretinoin,20,mg,O,
D11AH05,dupilumab,21.4,mg,P,
D11AH06,crisaborole,,,,
D11AH07,tralokinumab,,,,
D11AX01,minoxidil,,,,
D11AX02,gamolenic acid,0.4,g,O,
D11AX03,calcium gluconate,,,,
D11AX04,lithium succinate,,,,
D11AX05,magnesium sulfate,,,,
D11AX06,mequinol,,,,
D11AX08,tiratricol,,,,
D11AX09,oxaceprol,,,,
D11AX10,finasteride,1,mg,O,
D11AX11,hydroquinone,,,,
D11AX12,pyrithione zinc,,,,
D11AX13,monobenzone,,,,
D11AX16,eflornithine,,,,
D11AX18,diclofenac,,,,
D11AX21,brimonidine,,,,
D11AX22,ivermectin,,,,
D11AX23,aminobenzoate potassium,,,,
D11AX24,deoxycholic acid,,,,
D11AX25,hydrogen peroxide,,,,
D11AX26,caffeine,,,,
D11AX52,"gamolenic acid, combinations",,,,
D11AX57,"collagen, combinations",,,,
G01AA01,nystatin,0.1,MU,V,
G01AA02,natamycin,25,mg,V,
G01AA03,amphotericin B,0.2,g,V,
G01AA04,candicidin,6,mg,V,
G01AA05,chloramphenicol,,,,
G01AA06,hachimycin,,,,
G01AA07,oxytetracycline,,,,
G01AA08,carfecillin,,,,
G01AA09,mepartricin,,,,
G01AA10,clindamycin,0.1,g,V,
G01AA11,pentamycin,,,,
G01AA51,"nystatin, combinations",,,,
G01AB01,acetarsol,0.5,g,V,
G01AC01,diiodohydroxyquinoline,0.2,g,V,
G01AC02,clioquinol,,,,
G01AC03,chlorquinaldol,0.2,g,V,
G01AC05,dequalinium,20,mg,V,
G01AC06,broxyquinoline,0.1,g,V,
G01AC30,oxyquinoline,,,,
G01AD01,lactic acid,,,,
G01AD02,acetic acid,,,,
G01AD03,ascorbic acid,0.25,g,V,
G01AE01,sulfatolamide,,,,
G01AE10,combinations of sulfonamides,,,,
G01AF01,metronidazole,0.5,g,V,
G01AF02,clotrimazole,0.1,g,V,
G01AF04,miconazole,0.1,g,V,
G01AF05,econazole,0.1,g,V,
G01AF06,ornidazole,,,,
G01AF07,isoconazole,0.6,g,V,
G01AF08,tioconazole,0.3,g,V,Single dose treatment
G01AF11,ketoconazole,0.4,g,V,
G01AF12,fenticonazole,0.1,g,V,
G01AF13,azanidazole,,,,
G01AF14,propenidazole,,,,
G01AF15,butoconazole,0.1,g,V,
G01AF16,omoconazole,,,,
G01AF17,oxiconazole,,,,
G01AF18,flutrimazole,,,,
G01AF19,sertaconazole,,,,
G01AF20,combinations of imidazole derivatives,,,,
G01AF55,"econazole, combinations",,,,
G01AG02,terconazole,80,mg,V,
G01AX01,clodantoin,0.1,g,V,
G01AX02,inosine,,,,
G01AX03,policresulen,90,mg,V,
G01AX05,nifuratel,0.6,g,O,
G01AX05,nifuratel,0.6,g,V,
G01AX06,furazolidone,,,,
G01AX09,methylrosaniline,,,,
G01AX11,povidone-iodine,0.2,g,V,
G01AX12,ciclopirox,,,,
G01AX13,protiofate,,,,
G01AX14,lactobacillus,,,,
G01AX15,copper usnate,,,,
G01AX16,hexetidine,,,,
G01AX17,dapivirine,,,,
G01AX66,"octenidine, combinations",,,,
G02AB01,methylergometrine,0.2,mg,O,
G02AB01,methylergometrine,0.2,mg,P,
G02AB02,ergot alkaloids,,,,
G02AB03,ergometrine,0.2,mg,O,
G02AB03,ergometrine,0.2,mg,P,
G02AC01,methylergometrine and oxytocin,,,,
G02AD01,dinoprost,25,mg,P,
G02AD02,dinoprostone,0.5,mg,O,
G02AD02,dinoprostone,0.5,mg,V,
G02AD03,gemeprost,1,mg,V,Single dose treatment
G02AD04,carboprost,2.5,mg,P,Single dose treatment
G02AD05,sulprostone,0.5,mg,P,
G02AD06,misoprostol,0.2,mg,O,
G02AD06,misoprostol,0.2,mg,V,"""vaginal insert, refers to the content of one vaginal insert"""
G02BA01,plastic IUD,,,,
G02BA02,plastic IUD with copper,,,,
G02BA03,plastic IUD with progestogen,,,,
G02BB01,vaginal ring with progestogen and estrogen,,,,
G02BB02,vaginal ring with progestogen,,,,
G02CA01,ritodrine,40,mg,O,
G02CA01,ritodrine,40,mg,P,
G02CA02,buphenine,30,mg,P,
G02CA03,fenoterol,,,,
G02CB01,bromocriptine,5,mg,O,
G02CB01,bromocriptine,5,mg,P,
G02CB02,lisuride,0.6,mg,O,
G02CB03,cabergoline,0.5,mg,O,
G02CB04,quinagolide,75,mcg,O,
G02CB05,metergoline,,,,
G02CB06,terguride,,,,
G02CC01,ibuprofen,,,,
G02CC02,naproxen,,,,
G02CC03,benzydamine,,,,
G02CC04,flunoxaprofen,,,,
G02CX01,atosiban,165,mg,P,
G02CX02,flibanserin,,,,
G02CX03,Agni casti fructus,,,,
G02CX04,Cimicifugae rhizoma,,,,
G02CX05,bremelanotide,,,,
G03AA01,etynodiol and ethinylestradiol,,,,
G03AA02,quingestanol and ethinylestradiol,,,,
G03AA03,lynestrenol and ethinylestradiol,,,,
G03AA04,megestrol and ethinylestradiol,,,,
G03AA05,norethisterone and ethinylestradiol,,,,
G03AA06,norgestrel and ethinylestradiol,,,,
G03AA07,levonorgestrel and ethinylestradiol,,,,
G03AA08,medroxyprogesterone and ethinylestradiol,,,,
G03AA09,desogestrel and ethinylestradiol,,,,
G03AA10,gestodene and ethinylestradiol,,,,
G03AA11,norgestimate and ethinylestradiol,,,,
G03AA12,drospirenone and ethinylestradiol,,,,
